(1, 1, 1, 1, 1),0,[0, 10000, 0.0]
(1, 1, 1, 1, 1),1,[42210, 10000, 4.221]
(1, 1, 1, 1, 1),2,[41355, 10000, 4.1355]
(1, 1, 1, 1, 1),3,[-103850, 10000, -10.385]
(1, 1, 1, 1, 1),4,[41815, 10000, 4.1815]
(1, 1, 1, 1, 1),5,[-102540, 10000, -10.254]
(1, 1, 1, 1, 1),6,[-103540, 10000, -10.354]
(1, 1, 1, 1, 1),7,[-246828, 10000, -24.6828]
(1, 1, 1, 1, 1),8,[41740, 10000, 4.174]
(1, 1, 1, 1, 1),9,[-105240, 10000, -10.524]
(1, 1, 1, 1, 1),10,[-103360, 10000, -10.336]
(1, 1, 1, 1, 1),11,[-248490, 10000, -24.849]
(1, 1, 1, 1, 1),12,[-105160, 10000, -10.516]
(1, 1, 1, 1, 1),13,[-244854, 10000, -24.4854]
(1, 1, 1, 1, 1),14,[-246931, 10000, -24.6931]
(1, 1, 1, 1, 1),15,[-300579, 10000, -30.0579]
(1, 1, 1, 1, 1),16,[41720, 10000, 4.172]
(1, 1, 1, 1, 1),17,[-105250, 10000, -10.525]
(1, 1, 1, 1, 1),18,[-103155, 10000, -10.3155]
(1, 1, 1, 1, 1),19,[-245836, 10000, -24.5836]
(1, 1, 1, 1, 1),20,[-105730, 10000, -10.573]
(1, 1, 1, 1, 1),21,[-248145, 10000, -24.8145]
(1, 1, 1, 1, 1),22,[-246557, 10000, -24.6557]
(1, 1, 1, 1, 1),23,[-299841, 10000, -29.9841]
(1, 1, 1, 1, 1),24,[-105385, 10000, -10.5385]
(1, 1, 1, 1, 1),25,[-248981, 10000, -24.8981]
(1, 1, 1, 1, 1),26,[-244869, 10000, -24.4869]
(1, 1, 1, 1, 1),27,[-299939, 10000, -29.9939]
(1, 1, 1, 1, 1),28,[-246091, 10000, -24.6091]
(1, 1, 1, 1, 1),29,[-301912, 10000, -30.1912]
(1, 1, 1, 1, 1),30,[-300470, 10000, -30.047]
(1, 1, 1, 1, 1),31,[-312586, 10000, -31.2586]
(1, 1, 1, 1, 2),0,[0, 10000, 0.0]
(1, 1, 1, 1, 2),1,[-184670, 10000, -18.467]
(1, 1, 1, 1, 2),2,[-184960, 10000, -18.496]
(1, 1, 1, 1, 2),3,[-324405, 10000, -32.4405]
(1, 1, 1, 1, 2),4,[-185335, 10000, -18.5335]
(1, 1, 1, 1, 2),5,[-324693, 10000, -32.4693]
(1, 1, 1, 1, 2),6,[-325815, 10000, -32.5815]
(1, 1, 1, 1, 2),7,[-364769, 10000, -36.4769]
(1, 1, 1, 1, 2),8,[-184135, 10000, -18.4135]
(1, 1, 1, 1, 2),9,[-323143, 10000, -32.3143]
(1, 1, 1, 1, 2),10,[-323312, 10000, -32.3312]
(1, 1, 1, 1, 2),11,[-367847, 10000, -36.7847]
(1, 1, 1, 1, 2),12,[-325308, 10000, -32.5308]
(1, 1, 1, 1, 2),13,[-369192, 10000, -36.9192]
(1, 1, 1, 1, 2),14,[-367104, 10000, -36.7104]
(1, 1, 1, 1, 2),15,[-366903, 10000, -36.6903]
(1, 1, 1, 1, 2),16,[-8070, 10000, -0.807]
(1, 1, 1, 1, 2),17,[-155765, 10000, -15.5765]
(1, 1, 1, 1, 2),18,[-153355, 10000, -15.3355]
(1, 1, 1, 1, 2),19,[-296966, 10000, -29.6966]
(1, 1, 1, 1, 2),20,[-153065, 10000, -15.3065]
(1, 1, 1, 1, 2),21,[-293876, 10000, -29.3876]
(1, 1, 1, 1, 2),22,[-297623, 10000, -29.7623]
(1, 1, 1, 1, 2),23,[-350155, 10000, -35.0155]
(1, 1, 1, 1, 2),24,[-153750, 10000, -15.375]
(1, 1, 1, 1, 2),25,[-296107, 10000, -29.6107]
(1, 1, 1, 1, 2),26,[-297545, 10000, -29.7545]
(1, 1, 1, 1, 2),27,[-351959, 10000, -35.1959]
(1, 1, 1, 1, 2),28,[-300351, 10000, -30.0351]
(1, 1, 1, 1, 2),29,[-351740, 10000, -35.174]
(1, 1, 1, 1, 2),30,[-348849, 10000, -34.8849]
(1, 1, 1, 1, 2),31,[-362201, 10000, -36.2201]
(1, 1, 1, 1, 3),0,[0, 10000, 0.0]
(1, 1, 1, 1, 3),1,[-182650, 10000, -18.265]
(1, 1, 1, 1, 3),2,[-183860, 10000, -18.386]
(1, 1, 1, 1, 3),3,[-323330, 10000, -32.333]
(1, 1, 1, 1, 3),4,[-182690, 10000, -18.269]
(1, 1, 1, 1, 3),5,[-323921, 10000, -32.3921]
(1, 1, 1, 1, 3),6,[-324311, 10000, -32.4311]
(1, 1, 1, 1, 3),7,[-352786, 10000, -35.2786]
(1, 1, 1, 1, 3),8,[-183020, 10000, -18.302]
(1, 1, 1, 1, 3),9,[-325728, 10000, -32.5728]
(1, 1, 1, 1, 3),10,[-326553, 10000, -32.6553]
(1, 1, 1, 1, 3),11,[-352483, 10000, -35.2483]
(1, 1, 1, 1, 3),12,[-324016, 10000, -32.4016]
(1, 1, 1, 1, 3),13,[-352349, 10000, -35.2349]
(1, 1, 1, 1, 3),14,[-351175, 10000, -35.1175]
(1, 1, 1, 1, 3),15,[-354602, 10000, -35.4602]
(1, 1, 1, 1, 3),16,[-8220, 10000, -0.822]
(1, 1, 1, 1, 3),17,[-154615, 10000, -15.4615]
(1, 1, 1, 1, 3),18,[-153480, 10000, -15.348]
(1, 1, 1, 1, 3),19,[-294988, 10000, -29.4988]
(1, 1, 1, 1, 3),20,[-155030, 10000, -15.503]
(1, 1, 1, 1, 3),21,[-298338, 10000, -29.8338]
(1, 1, 1, 1, 3),22,[-296457, 10000, -29.6457]
(1, 1, 1, 1, 3),23,[-350714, 10000, -35.0714]
(1, 1, 1, 1, 3),24,[-153915, 10000, -15.3915]
(1, 1, 1, 1, 3),25,[-297810, 10000, -29.781]
(1, 1, 1, 1, 3),26,[-297257, 10000, -29.7257]
(1, 1, 1, 1, 3),27,[-351181, 10000, -35.1181]
(1, 1, 1, 1, 3),28,[-297210, 10000, -29.721]
(1, 1, 1, 1, 3),29,[-348475, 10000, -34.8475]
(1, 1, 1, 1, 3),30,[-352373, 10000, -35.2373]
(1, 1, 1, 1, 3),31,[-361831, 10000, -36.1831]
(1, 1, 1, 1, 4),0,[0, 10000, 0.0]
(1, 1, 1, 1, 4),1,[-183730, 10000, -18.373]
(1, 1, 1, 1, 4),2,[-182580, 10000, -18.258]
(1, 1, 1, 1, 4),3,[-325581, 10000, -32.5581]
(1, 1, 1, 1, 4),4,[-183810, 10000, -18.381]
(1, 1, 1, 1, 4),5,[-325643, 10000, -32.5643]
(1, 1, 1, 1, 4),6,[-326140, 10000, -32.614]
(1, 1, 1, 1, 4),7,[-350695, 10000, -35.0695]
(1, 1, 1, 1, 4),8,[-184985, 10000, -18.4985]
(1, 1, 1, 1, 4),9,[-323997, 10000, -32.3997]
(1, 1, 1, 1, 4),10,[-327275, 10000, -32.7275]
(1, 1, 1, 1, 4),11,[-352387, 10000, -35.2387]
(1, 1, 1, 1, 4),12,[-326058, 10000, -32.6058]
(1, 1, 1, 1, 4),13,[-350601, 10000, -35.0601]
(1, 1, 1, 1, 4),14,[-352421, 10000, -35.2421]
(1, 1, 1, 1, 4),15,[-357967, 10000, -35.7967]
(1, 1, 1, 1, 4),16,[-8235, 10000, -0.8235]
(1, 1, 1, 1, 4),17,[-152605, 10000, -15.2605]
(1, 1, 1, 1, 4),18,[-154590, 10000, -15.459]
(1, 1, 1, 1, 4),19,[-297004, 10000, -29.7004]
(1, 1, 1, 1, 4),20,[-154485, 10000, -15.4485]
(1, 1, 1, 1, 4),21,[-294337, 10000, -29.4337]
(1, 1, 1, 1, 4),22,[-296844, 10000, -29.6844]
(1, 1, 1, 1, 4),23,[-349335, 10000, -34.9335]
(1, 1, 1, 1, 4),24,[-153965, 10000, -15.3965]
(1, 1, 1, 1, 4),25,[-294886, 10000, -29.4886]
(1, 1, 1, 1, 4),26,[-297939, 10000, -29.7939]
(1, 1, 1, 1, 4),27,[-351250, 10000, -35.125]
(1, 1, 1, 1, 4),28,[-297990, 10000, -29.799]
(1, 1, 1, 1, 4),29,[-351016, 10000, -35.1016]
(1, 1, 1, 1, 4),30,[-350475, 10000, -35.0475]
(1, 1, 1, 1, 4),31,[-362550, 10000, -36.255]
(1, 1, 1, 1, 5),0,[0, 10000, 0.0]
(1, 1, 1, 1, 5),1,[-183660, 10000, -18.366]
(1, 1, 1, 1, 5),2,[-181625, 10000, -18.1625]
(1, 1, 1, 1, 5),3,[-324304, 10000, -32.4304]
(1, 1, 1, 1, 5),4,[-181545, 10000, -18.1545]
(1, 1, 1, 1, 5),5,[-326239, 10000, -32.6239]
(1, 1, 1, 1, 5),6,[-325116, 10000, -32.5116]
(1, 1, 1, 1, 5),7,[-368358, 10000, -36.8358]
(1, 1, 1, 1, 5),8,[-182695, 10000, -18.2695]
(1, 1, 1, 1, 5),9,[-324231, 10000, -32.4231]
(1, 1, 1, 1, 5),10,[-324101, 10000, -32.4101]
(1, 1, 1, 1, 5),11,[-368662, 10000, -36.8662]
(1, 1, 1, 1, 5),12,[-325258, 10000, -32.5258]
(1, 1, 1, 1, 5),13,[-367318, 10000, -36.7318]
(1, 1, 1, 1, 5),14,[-366471, 10000, -36.6471]
(1, 1, 1, 1, 5),15,[-367452, 10000, -36.7452]
(1, 1, 1, 1, 5),16,[-8495, 10000, -0.8495]
(1, 1, 1, 1, 5),17,[-154540, 10000, -15.454]
(1, 1, 1, 1, 5),18,[-153035, 10000, -15.3035]
(1, 1, 1, 1, 5),19,[-296440, 10000, -29.644]
(1, 1, 1, 1, 5),20,[-153505, 10000, -15.3505]
(1, 1, 1, 1, 5),21,[-295469, 10000, -29.5469]
(1, 1, 1, 1, 5),22,[-295108, 10000, -29.5108]
